transaction_id,award_id_piid,parent_award_id,generated_award_id,modification_number,action_date,fiscal_year,action_type_code,action_type_description,transaction_description,transaction_obligated_amount,recipient_name_raw,recipient_uei,recipient_duns,parent_recipient_name,parent_recipient_uei,parent_recipient_duns,recipient_location_city,recipient_location_state,recipient_location_country,awarding_agency,awarding_subagency,awarding_office,funding_agency,funding_subagency,award_type_code,award_type_description,psc_code,psc_description,naics_code,naics_description,period_of_performance_start,period_of_performance_current_end,place_of_performance_city,place_of_performance_state,place_of_performance_country,current_award_amount,potential_award_amount,extent_competed,extent_competed_description,contract_pricing_type,contract_pricing_type_description,set_aside_type,set_aside_type_description,number_of_offers_received,award_detail_available
291803508,80ARC019F0072,80ARC017C0002,CONT_AWD_80ARC019F0072_8000_80ARC017C0002_8000,P00001,2019-12-30,2020,C,C,PROFESSIONAL AND ADMINISTRATIVE SUPPORT SERVICE CONTRACT (APASS),103361.2,MIRACORP INC,XBLGJCBFM4X7,69354038,MIRACORP INC,XBLGJCBFM4X7,69354038,MESA,AZ,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110,OFFICE ADMINISTRATIVE SERVICES,2019-09-18,2020-09-17,MOFFETT FIELD,CA,UNITED STATES,550768.26,550768.26,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,,True
311435494,NNS16AA25T,GS35F0491L,CONT_AWD_NNS16AA25T_8000_GS35F0491L_4730,93,2019-12-30,2020,B,B,"INFORMATION TECHNOLOGY SERVICES THAT INCLUDE INFORMATION TECHNOLOGY PLANNING, POLICY AND MANAGEMENT SERVICES, APPLICATION AND SYSTEM SERVICES, AUDIO VISUAL AND VIDEO SERVICES, COMMUNICATION SERVICES AND TECHNOLOGY SUPPORT SERVICES AT STENNIS SPACE CENTER.  THIS WIDE RANGE OF INFORMATION TECHNOLOGY SERVICES WILL SUPPORT STENNIS IN ACCOMPLISHING INSTITUTIONAL, PROGRAM AND PROJECT OBJECTIVES FOR NASA, RESIDENT ORGANIZATIONS, ONSITE CONTRACTORS AND ONSITE COMMERCIAL TENANTS.",23746.35,SAITECH INC,YHWNQK6EWAA3,878852029,SAITECH INC,YHWNQK6EWAA3,878852029,BETHESDA,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA STENNIS SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,541512,COMPUTER SYSTEMS DESIGN SERVICES,2016-04-01,2021-09-30,STENNIS SPACE CENTER,MS,UNITED STATES,47081026.2,47081026.2,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,8.0,True
291830008,80NSSC20F0259,NNX16MC59Z,CONT_AWD_80NSSC20F0259_8000_NNX16MC59Z_8000,0,2019-12-30,2020,,,BMC SOFTWARE RENEWAL,51365.39,RIGHTSTAR INC,DFVJNBYNM8U1,135910698,RIGHTSTAR INC,DFVJNBYNM8U1,135910698,VIENNA,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2020-12-31,VIENNA,VA,UNITED STATES,51365.39,51365.39,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291830010,80NSSC20F0261,NNX16MC59Z,CONT_AWD_80NSSC20F0261_8000_NNX16MC59Z_8000,0,2019-12-30,2020,,,BMC SOFTWARE RENEWAL,17380.17,RIGHTSTAR INC,DFVJNBYNM8U1,,RIGHTSTAR INC,DFVJNBYNM8U1,,VIENNA,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2020-12-31,VIENNA,VA,UNITED STATES,17380.17,17380.17,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
311324804,NNA15BB23C,,CONT_AWD_NNA15BB23C_8000_-NONE-_-NONE-,89,2019-12-30,2020,C,C,"IGF NASA AMES RESEARCH CENTER FACILITIES MAINTENANCE SUPPORT SERVICES CONTRACT  THE NASA AMES FACILITIES MAINTENANCE SUPPORT SERVICES (AFSS) CONTRACT WILL PROVIDE THE PLANNING, IMPLEMENTATION, AND EXECUTION OF A COMPREHENSIVE RELIABILITY CENTERED MAINTENANCE (RCM) PROGRAM FOR ARC COVERING THE FOLLOWING TECHNICAL AREAS:  ELECTRICAL, MECHANICAL, PLUMBING, PIPEFITTING, INFRASTRUCTURE UTILITY SERVICES HEATING, VENTILATING, AIR CONDITIONING, AND REFRIGERATION (HVAC/R) SERVICES ENVIRONMENTAL SERVICES MAINTENANCE ENGINEERING, GROUNDS MAINTENANCE, AND BUILDING TRADE SERVICES. THE CENTRAL FOCUS OF THE MAINTENANCE PROGRAM WILL BE THE IMPLEMENTATION OF RCM STRATEGIES TO DETERMINE THE OPTIMUM MIX OF PREVENTIVE, PROGRAMMED, PREDICTIVE, REACTIVE, AND PROACTIVE MAINTENANCE PRACTICES IN AN EFFORT TO PROVIDE EFFICIENT AND EFFECTIVE OPERATIONS AND MAINTENANCE SERVICES.  THE FACILITIES SUPPORT SERVICES PROCURED THROUGH THIS EFFORT WILL PERFORM MAINTENANCE FOR ALL FACILITIES AT ARC, EXCEPT FOR NON-INFRASTRUCTURE RELATED SYSTEMS INSIDE WIND TUNNELS.",1113794.31,"AMENTUM TECHNOLOGY, INC.",H2RGSKWXKHQ5,,"PAE-PARSONS GLOBAL LOGISTICS SERVICES, LLC",TU4KCXMM9AP6,,TULLAHOMA,TN,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,Z1AZ,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,561210,FACILITIES SUPPORT SERVICES,2015-10-13,2026-08-12,MOFFETT FIELD,CA,UNITED STATES,234005000.71,261870402.41,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,8.0,True
299992507,GSFC0200210DNAS502140,,CONT_AWD_GSFC0200210DNAS502140_8000_-NONE-_-NONE-,61,2019-12-30,2020,C,C,EXTREME ULTRAVIOLET VARIABILITY EXPERIMENT (EVE) FOR THE SOLAR DYNAMICS OBSERVATORY(SDO),300000.0,THE REGENTS OF THE UNIVERSITY OF COLORADO,SPVKK1RC2MZ3,,THE REGENTS OF THE UNIVERSITY OF COLORADO,SPVKK1RC2MZ3,,BOULDER,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",2002-10-15,2027-09-30,BOULDER,CO,UNITED STATES,59422222.0,61617391.0,A,FULL AND OPEN COMPETITION,S,COST NO FEE,,,8.0,True
291829147,80NSSC20C0001,,CONT_AWD_80NSSC20C0001_8000_-NONE-_-NONE-,0,2019-12-30,2020,,,LUNAR FLASHLIGHT PROPULSION SYSTEM (LFPS) 100 MN THRUSTER,115000.0,"FIBERTEK, INC.",DX8KTH7JHYC6,,"FIBERTEK, INC.",DX8KTH7JHYC6,,HERNDON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-12-30,2023-10-31,HUNTSVILLE,AL,UNITED STATES,402969.0,1188451.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,500.0,True
291828767,80NSSC19P1932,,CONT_AWD_80NSSC19P1932_8000_-NONE-_-NONE-,P00001,2019-12-30,2020,M,M,ULTRA-LIGHT COMPOSITE TEST TANKS,0.0,"INFINITE COMPOSITES, INC",J85AMFNY1P73,967838967,"INFINITE COMPOSITES, INC",J85AMFNY1P73,967838967,TULSA,OK,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,AR66,R&D- SPACE: STATION (MANAGEMENT/SUPPORT),332420,METAL TANK (HEAVY GAUGE) MANUFACTURING,2019-08-30,2020-02-18,TULSA,OK,UNITED STATES,60000.0,60000.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,3.0,True
291803336,80ARC018F0058,NNA17BF53C,CONT_AWD_80ARC018F0058_8000_NNA17BF53C_8000,P00004,2019-12-30,2020,B,B,MISSION CONTROL AND COMMUNICATIONS SYSTEM (MCCS) PLATFORM INTERFACE SYSTEM (PIS) REDESIGN AND UPGRADE.,10000.0,UNIVERSITIES SPACE RESEARCH ASSOCIATION,VPWMMPGGPJ74,,UNIVERSITIES SPACE RESEARCH ASSOCIATION,VPWMMPGGPJ74,,COLUMBIA,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR45,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (OPERATIONAL SYSTEMS DEVELOPMENT)",541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2018-03-05,2021-05-31,MOFFETT FIELD,CA,UNITED STATES,349120.0,349120.0,A,FULL AND OPEN COMPETITION,U,COST PLUS FIXED FEE,,,,True
291803498,80ARC019F0060,80AFRC19D0006,CONT_AWD_80ARC019F0060_8000_80AFRC19D0006_8000,P00001,2019-12-30,2020,M,M,N245 SEISMIC RISK REDUCTION,0.0,PATRIOT CONSTRUCTION INC,N6F2MJSH4WM8,,PATRIOT CONSTRUCTION INC,N6F2MJSH4WM8,,STOCKTON,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,Z2JZ,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2019-06-26,2020-10-21,MOFFETT FIELD,CA,UNITED STATES,1292481.81,1292481.81,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,9.0,True
311353704,NNG04EA00C,,CONT_AWD_NNG04EA00C_8000_-NONE-_-NONE-,104,2019-12-30,2020,C,C,THE ATMOSPHERIC IMAGE ASSEMBLY,750000.0,LOCKHEED MARTIN CORPORATION,HDHVQ4EF8A89,,LOCKHEED MARTIN CORP,ZFN2JJXBLZT3,,PALO ALTO,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",2003-11-04,2027-09-30,PALO ALTO,CA,UNITED STATES,143095852.0,146711460.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,NO SET ASIDE USED.,1.0,True
291802579,80AFRC19P0019,,CONT_AWD_80AFRC19P0019_8000_-NONE-_-NONE-,P00003,2019-12-30,2020,D,D,"BUILDING 703 FIRE PROBABILISTIC RISK ASSESSMENT, AND EVALUATION TO DETERMINE EFFECTIVE COMPENSATORY MEASURES FOR THE IMPAIRED HANGAR FIRE SUPPRESSION SYSTEM.",0.0,"JENSEN HUGHES, INC.",NM8HVXPHLEK7,35043744,"JENSEN HUGHES, INC.",NM8HVXPHLEK7,35043744,BALTIMORE,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA ARMSTRONG FLIGHT RESEARCH CNTR,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,H342,INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS,541350,BUILDING INSPECTION SERVICES,2019-09-23,2020-01-31,HALETHORPE,MD,UNITED STATES,69237.68,69237.68,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,4.0,True
291805864,80GRC020C0007,,CONT_AWD_80GRC020C0007_8000_-NONE-_-NONE-,0,2019-12-30,2020,,,JANITORIAL SERVICES,0.0,"CREATIVE MANAGEMENT TECHNOLOGY, INC.",F24EPDZZMHY7,,"CREATIVE MANAGEMENT TECHNOLOGY, INC.",F24EPDZZMHY7,,ROCKLEDGE,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,561720,JANITORIAL SERVICES,2019-12-30,2026-10-31,CLEVELAND,OH,UNITED STATES,15561641.79,18743354.74,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,1.0,True
291830006,80NSSC20F0257,80NSSC19A0005,CONT_AWD_80NSSC20F0257_8000_80NSSC19A0005_8000,0,2019-12-30,2020,,,"IT RESEARCH, ADVISORY AND CONSULTING SERVICES",149282.0,"GARTNER, INC.",CFALLJBGZ697,97220180,"GARTNER, INC.",CFALLJBGZ697,97220180,STAMFORD,CT,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2019-12-30,2020-06-30,STAMFORD,CT,UNITED STATES,149282.0,149282.0,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291829840,80NSSC20F0054,80NSSC19A0005,CONT_AWD_80NSSC20F0054_8000_80NSSC19A0005_8000,0,2019-12-30,2020,,,THIS IS CALL #13 UNDER BPA 80NSSC19A0005 FOR NASA APPLICATIONS DIVISION SOFTWARE ASSET MANAGEMENT STRATEGY PER THE ATTACHED QUOTE AND SOW DATED 12/18/2019.,394762.0,"GARTNER, INC.",CFALLJBGZ697,,"GARTNER, INC.",CFALLJBGZ697,,STAMFORD,CT,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,D317,IT AND TELECOM- WEB-BASED SUBSCRIPTION,541519,OTHER COMPUTER RELATED SERVICES,2020-01-21,2020-07-27,STAMFORD,CT,UNITED STATES,382984.17,382984.17,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291808373,80HQTR19C0008,,CONT_AWD_80HQTR19C0008_8000_-NONE-_-NONE-,P00005,2019-12-30,2020,G,G,PROGRAM ANALYSIS AND ADMINISTRATIVE SERVICES (PAAS) II,74100.0,"VIRTUAL ENTERPRISE ARCHITECTS, LLC",LMYTDB55JZV6,,"VIRTUAL ENTERPRISE ARCHITECTS, LLC",LMYTDB55JZV6,,WASHINGTON,DC,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2019-01-01,2021-12-31,WASHINGTON,DC,UNITED STATES,1516334.12,2785775.86,B,NOT AVAILABLE FOR COMPETITION,Y,TIME AND MATERIALS,8AN,8(A) SOLE SOURCE,1.0,True
291812325,80KSC020F0021,80KSC019A0007,CONT_AWD_80KSC020F0021_8000_80KSC019A0007_8000,0,2019-12-30,2020,,,"VEHICLE ASSEMBLY BUILDING (VAB) TRANSFER AISLE LOW BAY REMOVE AND INSTALL NEW LED'S INSTALLATION, MATERIAL, AND LABOR, PCN: 99733",104358.0,MILITARY CONSTRUCTION CORPORATION,V88WJGYGJU79,131955379,MILITARY CONSTRUCTION CORPORATION,V88WJGYGJU79,131955379,JACKSONVILLE,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA KENNEDY SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,2019-12-30,2020-03-13,ORLANDO,FL,UNITED STATES,119899.0,119899.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,7.0,True
291830004,80NSSC20F0254,NNG15SC73B,CONT_AWD_80NSSC20F0254_8000_NNG15SC73B_8000,P00001,2019-12-30,2020,M,M,THIS DELIVERY ORDER IS FOR THE AGENCY-WIDE IBM OTHER THAN MAXIMO SOFTWARE RENEWAL. ..THE PERIOD OF PERFORMANCE IS 01/01/2020 THROUGH 12/31/2020.,0.0,FOUR LLC,X1JJYEW4HAN9,,FOUR LLC,X1JJYEW4HAN9,,HERNDON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D311,IT AND TELECOM- DATA CONVERSION,541519,OTHER COMPUTER RELATED SERVICES,2020-01-01,2020-12-31,CENTREVILLE,VA,UNITED STATES,721593.84,721593.84,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,1.0,True
291809991,80JSC019C0007,,CONT_AWD_80JSC019C0007_8000_-NONE-_-NONE-,P00019,2019-12-30,2020,M,M,JOHNSON SPACE CENTER PROTECTIVE SERVICES CONTRACT II,0.0,"PRAETORIAN STANDARD, INC.",L96JFXX1MME6,,"PRAETORIAN STANDARD, INC.",L96JFXX1MME6,,FAYETTEVILLE,NC,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA JOHNSON SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,561612,SECURITY GUARDS AND PATROL SERVICES,2019-03-01,2024-09-30,HOUSTON,TX,UNITED STATES,72958622.51,80683413.47,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SDVOSBC,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,4.0,True
291831541,80NSSC20P0378,,CONT_AWD_80NSSC20P0378_8000_-NONE-_-NONE-,0,2019-12-30,2020,,,ERAI DATABASE MEMBERSHIP RENEWAL,25000.0,"ERAI, INC.",JVTVLFKHMMB7,826937133,"ERAI, INC.",JVTVLFKHMMB7,826937133,NAPLES,FL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,D311,IT AND TELECOM- DATA CONVERSION,561611,INVESTIGATION SERVICES,2019-12-30,2019-12-30,NAPLES,FL,UNITED STATES,25000.0,25000.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291828212,80NSSC19P1201,,CONT_AWD_80NSSC19P1201_8000_-NONE-_-NONE-,P00004,2019-12-30,2020,C,C,"NASA REQUIRES SPECIFIC MAINTENANCE INSPECTIONS FOR NASA N520NA,GULFSTREAM C-20B, AIRCRAFT (SERIAL NUMBER (S/N) 478) TO COMPLY WITH GULFSTREAM CMP CODES, GULFSTREAM CUSTOMER BULLETINS (CB), AND AIRWORTHINESS DIRECTIVES (AD), PER THE STATEMENT OF WORK.",69339.0,"WEST STAR AVIATION, LLC",C1D2X1Y23NF3,,"PREMIER AIR CENTER, LLC",MR9DMBCRVQE3,,GRAND JUNCTION,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,J015,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,2019-06-28,2019-12-31,GRAND JUNCTION,CO,UNITED STATES,356397.65,356397.65,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,2.0,True
291803517,80ARC019F0087,GS30F010DA,CONT_AWD_80ARC019F0087_8000_GS30F010DA_4732,P00001,2019-12-30,2020,B,B,"3 AIRCRAFT RESCUE AND FIREFIGHTING (ARFF) VEHICLES, ONE 1 HIGH REACH EXTENDABLE TURRET (HRET), AND THE FLUIDS REQUIRED TO OPERATE THESE PIECES OF EQUIPMENT FOR THE FIRE DEPARTMENT OF NASA AMES",-221.06,OSHKOSH AIRPORT PRODUCTS LLC,E3N2LUFLKBN5,79144574,OSHKOSH CORP,JMAWJW69GV26,6070445,OSHKOSH,WI,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,4210,FIRE FIGHTING EQUIPMENT,333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,2019-09-18,2020-11-27,OSHKOSH,WI,UNITED STATES,2377187.94,2377187.94,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,2.0,True
291805894,80GRC020F0046,80GRC019D0001,CONT_AWD_80GRC020F0046_8000_80GRC019D0001_8000,0,2019-12-30,2020,,,TASK 9 - FIRST ROBOTICS,25000.0,"PARAGON TEC, INC.",NWGJP4DSMF49,138425108,"PARAGON TEC, INC.",NWGJP4DSMF49,138425108,CLEVELAND,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,U099,EDUCATION/TRAINING- OTHER,611710,EDUCATIONAL SUPPORT SERVICES,2019-12-30,2020-09-30,CLEVELAND,OH,UNITED STATES,25000.0,25000.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
311422721,NNL16AA26T,GS07F217CA,CONT_AWD_NNL16AA26T_8000_GS07F217CA_4732,7,2019-12-30,2020,G,G,"SIEMENS HEATING, VENTILATION, AND COOLING SYSTEMS HARDWARE AND SOFTWARE MAINTENANCE RENEWAL.",46320.0,SIEMENS INDUSTRY INC,JZXZSN3BBL98,10944650,SIEMENS AKTIENGESELLSCHAFT,RDB2AM2GGHH8,316067164,BUFFALO GROVE,IL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA LANGLEY RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,561210,FACILITIES SUPPORT SERVICES,2015-10-28,2020-12-31,HAMPTON,VA,UNITED STATES,231142.7,231142.7,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,1.0,True
291815876,80MSFC19C0041,,CONT_AWD_80MSFC19C0041_8000_-NONE-_-NONE-,P00002,2019-12-30,2020,M,M,ESCAPE AND PLASMA ACCELERATION AND DYNAMICS EXPLORERS (ESCAPADE) MISSION -.PHASE A CONCEPT STUDY.,0.0,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",GS3YEVSS12N6,,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",GS3YEVSS12N6,,BERKELEY,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-08-21,2029-08-01,BERKELEY,CA,UNITED STATES,68528504.88,80465070.0,A,FULL AND OPEN COMPETITION,S,COST NO FEE,,NO SET ASIDE USED.,12.0,True
311324466,NNA14AC49C,,CONT_AWD_NNA14AC49C_8000_-NONE-_-NONE-,34,2019-12-30,2020,A,A,SECURITY OFFICE  SERVICES,136026.0,VECTRUS SYSTEMS LLC,ZRJLSH4K9NL3,,"VECTRUS, INC.",CG8SV4246V29,,HERNDON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA AMES RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,561499,ALL OTHER BUSINESS SUPPORT SERVICES,2014-10-01,2021-06-30,HERNDON,VA,UNITED STATES,8724003.07,16010748.37,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
